country,group,year,rli,qn05,qn95,n_sp,n_gen_changes
Northern America (M49) and Europe (M49),aggregated,2020,0.83676226208944704,0.811534922664373992,0.85156324256774607,,
Northern America (M49) and Europe (M49),aggregated,1999,0.866504894583333019,0.862290097833332991,0.869843706083333057,,
Northern America (M49) and Europe (M49),aggregated,2001,0.863488837916666974,0.858882672166667027,0.867226017833332974,,
Northern America (M49) and Europe (M49),aggregated,2002,0.86208665250000005,0.856982091041667005,0.865874403791666913,,
Northern America (M49) and Europe (M49),aggregated,2003,0.860641396773482059,0.855712727000000006,0.864346766165827063,,
Northern America (M49) and Europe (M49),aggregated,2006,0.856050403072572963,0.849093775031052989,0.860924857976140046,,
Northern America (M49) and Europe (M49),aggregated,2007,0.854445730916582935,0.847729462195261019,0.859683118281583059,,
Northern America (M49) and Europe (M49),aggregated,2008,0.853173859674713042,0.845419313356830959,0.858119110299624066,,
Northern America (M49) and Europe (M49),aggregated,2009,0.851369186777911957,0.842404384418244945,0.857541550566522037,,
Northern America (M49) and Europe (M49),aggregated,2011,0.849151701275959958,0.837468613935578032,0.85570149018187891,,
Northern America (M49) and Europe (M49),aggregated,2013,0.846087577365246979,0.831925336226871037,0.85480761645298009,,
Northern America (M49) and Europe (M49),aggregated,2014,0.845067545830382127,0.829483895813795891,0.854059403119326932,,
Northern America (M49) and Europe (M49),aggregated,2015,0.84386845412726208,0.826865308229244089,0.853673778724598042,,
Northern America (M49) and Europe (M49),aggregated,2016,0.841999157552144051,0.823380562450004017,0.853108887291207041,,
Northern America (M49) and Europe (M49),aggregated,2018,0.839493629984969902,0.817956912259698021,0.852137678483348093,,
Northern America (M49) and Europe (M49),aggregated,2017,0.840925969980750976,0.820898415102693013,0.852799938642135991,,
Northern America (M49) and Europe (M49),aggregated,1995,0.871784369867568021,0.867547333017013922,0.872849800518067931,,
Northern America (M49) and Europe (M49),aggregated,1996,0.870702940900269007,0.866710453550538995,0.872489692796024063,,
Northern America (M49) and Europe (M49),aggregated,2004,0.859082082992475016,0.853178453041667062,0.863144740985852033,,
Northern America (M49) and Europe (M49),aggregated,2010,0.85024319758512501,0.840714915211879021,0.856130753492516994,,
Northern America (M49) and Europe (M49),aggregated,1997,0.869452021666667019,0.86535978398544211,0.872150230797395953,,
Northern America (M49) and Europe (M49),aggregated,1998,0.868013251666666985,0.863994594500000046,0.871515905333333007,,
Northern America (M49) and Europe (M49),aggregated,1994,0.872222916188506003,0.868332668956124931,0.873276410088871025,,
Northern America (M49) and Europe (M49),aggregated,2005,0.857534049506849971,0.851615582718949216,0.861806535272882868,,
Northern America (M49) and Europe (M49),aggregated,2012,0.847495009344675143,0.834378619452775916,0.855187407792780796,,
Northern America (M49) and Europe (M49),aggregated,1993,0.872535720113745028,0.868481645807512082,0.873484598375435906,,
Northern America (M49) and Europe (M49),aggregated,2000,0.865364040000000001,0.860777477833333027,0.868659679749999913,,
Northern America (M49) and Europe (M49),aggregated,2019,0.838007667068079165,0.814234838484205858,0.851742711096024951,,
