country,group,year,rli,qn05,qn95,n_sp,n_gen_changes
Latin America and the Caribbean (MDG=M49),aggregated,2005,0.770227171262257149,0.765697989453893002,0.773969277325757155,,
Latin America and the Caribbean (MDG=M49),aggregated,2006,0.768452784595418992,0.763855413554577978,0.772242880197573034,,
Latin America and the Caribbean (MDG=M49),aggregated,2008,0.765145620987759068,0.759340159691719974,0.769038898160611994,,
Latin America and the Caribbean (MDG=M49),aggregated,2010,0.761410972099521022,0.754753191600069151,0.766125569803257855,,
Latin America and the Caribbean (MDG=M49),aggregated,2013,0.755760374744352093,0.744579734513920122,0.763322709301781921,,
Latin America and the Caribbean (MDG=M49),aggregated,2014,0.754321859843710918,0.742895790114589172,0.762660413794487124,,
Latin America and the Caribbean (MDG=M49),aggregated,2015,0.752731359853897941,0.738672490375212987,0.762478267887504058,,
Latin America and the Caribbean (MDG=M49),aggregated,2016,0.750650076592534021,0.736641158738883028,0.761723855012359952,,
Latin America and the Caribbean (MDG=M49),aggregated,2017,0.749313830087082966,0.734361725444792057,0.76133309081721301,,
Latin America and the Caribbean (MDG=M49),aggregated,2018,0.747597325599271945,0.731466448040937967,0.760905433542644949,,
Latin America and the Caribbean (MDG=M49),aggregated,2019,0.745912874624520938,0.7286395475525691,0.760642421175834138,,
Latin America and the Caribbean (MDG=M49),aggregated,2020,0.744367631071540914,0.72475572748024697,0.760782956830913015,,
Latin America and the Caribbean (MDG=M49),aggregated,1997,0.783733428582410019,0.780121890604670076,0.787024636742566952,,
Latin America and the Caribbean (MDG=M49),aggregated,2012,0.757734955289665058,0.748067723143332031,0.76409757693163094,,
Latin America and the Caribbean (MDG=M49),aggregated,1993,0.78739523774618192,0.783627433503418014,0.79054925314019997,,
Latin America and the Caribbean (MDG=M49),aggregated,1996,0.78521471681069599,0.781326347691616019,0.788402154959137125,,
Latin America and the Caribbean (MDG=M49),aggregated,2000,0.77885237599572088,0.775034639087215926,0.782416429717550876,,
Latin America and the Caribbean (MDG=M49),aggregated,2004,0.771868803829352079,0.767821019936068105,0.775457440015009936,,
Latin America and the Caribbean (MDG=M49),aggregated,2011,0.759463155943607138,0.751036000745520016,0.764693683221377096,,
Latin America and the Caribbean (MDG=M49),aggregated,1995,0.785995293444193055,0.782399532568091027,0.789129126155087013,,
Latin America and the Caribbean (MDG=M49),aggregated,1998,0.782230834399529118,0.778215491123314895,0.786397103119355845,,
Latin America and the Caribbean (MDG=M49),aggregated,2003,0.773683495361585871,0.769343211962120965,0.777536589962837144,,
Latin America and the Caribbean (MDG=M49),aggregated,1994,0.786819187697582967,0.783236069078432906,0.789938220255379075,,
Latin America and the Caribbean (MDG=M49),aggregated,2001,0.77690438486155089,0.77340818923141097,0.780730169936874052,,
Latin America and the Caribbean (MDG=M49),aggregated,2007,0.766882890982798049,0.7620481544224329,0.770445072020502941,,
Latin America and the Caribbean (MDG=M49),aggregated,2009,0.763039972979625891,0.75685957071090082,0.767523075075300931,,
Latin America and the Caribbean (MDG=M49),aggregated,1999,0.780169858220607026,0.776730998759309066,0.784076292767962979,,
Latin America and the Caribbean (MDG=M49),aggregated,2002,0.775352473333333014,0.771321730083332935,0.779110380452665785,,
