assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
495907,10041,Heosemys annandalii,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,GEOEMYDIDAE,Heosemys,annandalii,,,,"(Boulenger in Annandale &amp; Robinson, 1903)",Critically Endangered,A2cd+4cd,3.1,Decreasing,Global
499158,10825,Indotestudo forstenii,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TESTUDINIDAE,Indotestudo,forstenii,,,,"(Schlegel &amp; Müller, 1845)",Critically Endangered,A4cd,3.1,Decreasing,Global
499618,10950,Pangshura sylhetensis,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,GEOEMYDIDAE,Pangshura,sylhetensis,,,,"Jerdon, 1870",Critically Endangered,A2cd+4cd,3.1,Decreasing,Global
510839,12958,Megalagrion oceanicum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Megalagrion,oceanicum,,,,"McLachlan, 1883",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
516369,135889,Telmatobius sanborni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,sanborni,,,,"Schmidt, 1954",Critically Endangered,A2ace+4ace,3.1,Decreasing,Global
546244,14765,Nilssonia formosa,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TRIONYCHIDAE,Nilssonia,formosa,,,,"(Gray, 1869)",Critically Endangered,A2cd+4cd,3.1,Decreasing,Global
547319,15026,Mauremys sinensis,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,GEOEMYDIDAE,Mauremys,sinensis,,,,"(Gray, 1834)",Critically Endangered,A2cd+4cd,3.1,Decreasing,Global
724972,15509,Orlitia borneensis,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,GEOEMYDIDAE,Orlitia,borneensis,,,,"Gray, 1873",Critically Endangered,A2acd,3.1,Decreasing,Global
794203,15918,Palea steindachneri,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TRIONYCHIDAE,Palea,steindachneri,,,,"(Siebenrock, 1906)",Critically Endangered,A2cd+4cd,3.1,Decreasing,Global
841785,160595,Pseudochazara cingovskii,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Pseudochazara,cingovskii,,,,"(Gross, 1973)",Critically Endangered,A3c,3.1,Decreasing,Global & Europe
892453,284113569,Paratrygon aiereba,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,POTAMOTRYGONIDAE,Paratrygon,aiereba,,,,"(Walbaum, 1792)",Critically Endangered,A2bcde,3.1,Decreasing,Global
1009824,163458,Batagur borneoensis,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,GEOEMYDIDAE,Batagur,borneoensis,,,,"(Schlegel &amp; Müller, 1844)",Critically Endangered,A2cd,3.1,Decreasing,Global
1076984,135458600,Pelochelys cantorii,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TRIONYCHIDAE,Pelochelys,cantorii,,,,"Gray, 1864",Critically Endangered,A2cd+4cd,3.1,Decreasing,Global
1316195,170525,Chitra vandijki,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TRIONYCHIDAE,Chitra,vandijki,,,,"McCord &amp; Pritchard, 2003",Critically Endangered,A2cd+4cd,3.1,Decreasing,Global
1337803,171950,Bythinella atypikos,ANIMALIA,MOLLUSCA,LITTORINIMORPHA,GASTROPODA,BYTHINELLIDAE,Bythinella,atypikos,,,,"A. Reischütz, P.L. Reischütz &amp; W. Fischer, 2008",Critically Endangered,B1ab(v)+2ab(v),3.1,Decreasing,"Global, Europe & Mediterranean"
1423706,17585,Platysternon megacephalum,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,PLATYSTERNIDAE,Platysternon,megacephalum,,,,"Gray, 1831",Critically Endangered,A2cd,3.1,Decreasing,Global
1437677,17629,Plethodon shenandoah,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Plethodon,shenandoah,,,,"Highton &amp; Worthington, 1967",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
1498392,177808,Partula leefei,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,PARTULIDAE,Partula,leefei,,,,"Smith, 1897",Critically Endangered,B1ab(v)+2ab(v),3.1,Decreasing,Global
1529953,178272,Anolis cusuco,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOLIDAE,Anolis,cusuco,,,,"(McCranie, Köhler &amp; Wilson, 2000)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
1531801,178363,Anolis amplisquamosus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOLIDAE,Anolis,amplisquamosus,,,,"(McCranie, Wilson &amp; Williams, 1992)",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
1535864,178478,Anolis muralla,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOLIDAE,Anolis,muralla,,,,"(Köhler, McCranie &amp; Wilson, 1999)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
1811361,186326,Notholebias fractifasciatus,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,RIVULIDAE,Notholebias,fractifasciatus,,,,"(Costa, 1988)",Critically Endangered,"B2ab(i,ii,iii,iv)",3.1,Decreasing,Global
1812252,186384,Hypsolebias rufus,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,RIVULIDAE,Hypsolebias,rufus,,,,"(Costa, Nielsen &amp; de Luca, 2001)",Critically Endangered,"B2ab(ii,iii,iv,v)",3.1,Decreasing,Global
1814259,186517,Leptopanchax citrinipinnis,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,APLOCHEILIDAE,Leptopanchax,citrinipinnis,,,,"(Costa, Lacerda &amp; Tanizaki, 1988)",Critically Endangered,"B2ab(i,ii,iii)",3.1,Decreasing,Global
1814334,186522,Delturus parahybae,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,LORICARIIDAE,Delturus,parahybae,,,,"Eigenmann &amp; Eigenmann, 1889",Critically Endangered,B2ab(iii),3.1,Decreasing,Global
1814927,186558,Phalloptychus eigenmanni,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,POECILIIDAE,Phalloptychus,eigenmanni,,,,"Henn, 1916",Critically Endangered,"B2ab(ii,iii,iv,v)",3.1,Decreasing,Global
1815032,186565,Notholebias cruzi,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,RIVULIDAE,Notholebias,cruzi,,,,"(Costa, 1988)",Critically Endangered,"B2ab(i,ii,iii,iv)",3.1,Decreasing,Global
1817339,186718,Trichomycterus itacarambiensis,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,TRICHOMYCTERIDAE,Trichomycterus,itacarambiensis,,,,"Trajano &amp; de Pinna, 1996",Critically Endangered,"B2ab(iii,v)",3.1,Decreasing,Global
1817534,186731,Kryptolebias gracilis,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,RIVULIDAE,Kryptolebias,gracilis,,,,"Costa, 2007",Critically Endangered,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",3.1,Decreasing,Global
1817774,186747,Campellolebias dorsimaculatus,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,RIVULIDAE,Campellolebias,dorsimaculatus,,,,"Costa, Lacerda &amp; Brasil, 1989",Critically Endangered,"B2ab(ii,iii)",3.1,Decreasing,Global
1820774,186947,Simpsonichthys zonatus,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,RIVULIDAE,Simpsonichthys,zonatus,,,,"(Costa &amp; Brasil, 1990)",Critically Endangered,"B2ab(i,ii,iii,iv)",3.1,Decreasing,Global
1822819,187080,Hypsolebias janaubensis,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,RIVULIDAE,Hypsolebias,janaubensis,,,,"(Costa, 2006)",Critically Endangered,"B1ab(ii,iii,iv)+2ab(ii,iii,iv)",3.1,Decreasing,Global
1822954,187089,Phallotorynus fasciolatus,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,POECILIIDAE,Phallotorynus,fasciolatus,,,,"Henn, 1916",Critically Endangered,D,3.1,Decreasing,Global
1823179,187104,Ophthalmolebias perpendicularis,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,RIVULIDAE,Ophthalmolebias,perpendicularis,,,,"(Costa, Nielsen &amp; de Luca, 2001)",Critically Endangered,"B2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
1824409,187186,Atlantirivulus nudiventris,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,RIVULIDAE,Atlantirivulus,nudiventris,,,,"(Costa &amp; Brasil, 1991)",Critically Endangered,B2ab(iii),3.1,Decreasing,Global
1825264,187243,Campellolebias chrysolineatus,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,RIVULIDAE,Campellolebias,chrysolineatus,,,,"Costa, Lacerda &amp; Brasil, 1989",Critically Endangered,"B2ab(i,ii,iii)",3.1,Decreasing,Global
1825519,187260,Campellolebias intermedius,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,RIVULIDAE,Campellolebias,intermedius,,,,"Costa &amp; De Luca, 2006",Critically Endangered,"B2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
2209139,193208,Pascua sticta,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Pascua,sticta,,,,"(Hoese &amp; Larson, 2005)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
2295688,194061,Trimeresurus labialis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,VIPERIDAE,Trimeresurus,labialis,,,,"Steindachner, 1867",Critically Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
2311756,194315,Bolitoglossa huehuetenanguensis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,huehuetenanguensis,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
2312022,194318,Bolitoglossa ninadormida,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,ninadormida,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
2312109,194319,Bolitoglossa nussbaumi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,nussbaumi,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
2312577,194324,Bolitoglossa tzultacaj,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,tzultacaj,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
2372534,195006,Eleutherodactylus aporostegus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,aporostegus,,,,"Schwartz, 1965",Critically Endangered,A4ac,3.1,Decreasing,Global
2372554,195007,Eleutherodactylus bothroboans,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,bothroboans,,,,"Schwartz, 1965",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
2372811,195009,Eleutherodactylus limbensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,limbensis,,,,"Lynn, 1958",Critically Endangered,"C2a(i,ii); D",3.1,Decreasing,Global
2373222,195013,Eleutherodactylus rucillensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,rucillensis,,,,"Cochran, 1939",Critically Endangered,"C2a(i,ii); D",3.1,Decreasing,Global
2380934,195340,Coregonus vessicus,ANIMALIA,CHORDATA,SALMONIFORMES,ACTINOPTERYGII,SALMONIDAE,Coregonus,vessicus,,,,"Dryagin, 1932",Critically Endangered,A2b,3.1,Decreasing,Global & Europe
2382236,195408,Megophrys sangzhiensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,sangzhiensis,,,,"Jiang, Ye &amp; Fei, 2008",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
2447449,196340,Parioglossus galzini,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,MICRODESMIDAE,Parioglossus,galzini,,,,"Williams &amp; Lecchini, 2004",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
2507554,19797,Sacalia quadriocellata,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,GEOEMYDIDAE,Sacalia,quadriocellata,,,,"Siebenrock, 1903",Critically Endangered,A2cd+4cd,3.1,Decreasing,Global
2517591,198246,Typhlatya rogersi,ANIMALIA,ARTHROPODA,DECAPODA,MALACOSTRACA,ATYIDAE,Typhlatya,rogersi,,,,"Chace &amp; Manning, 1972",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
2757701,202899,Leptobrachella khasiorum,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Leptobrachella,khasiorum,,,,"(Das, Tron, Rangad &amp; Hooroo, 2010)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
2760449,203101,Anolis kreutzi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOLIDAE,Anolis,kreutzi,,,,"(McCranie, Köhler &amp; Wilson, 2000)",Critically Endangered,"B1ab(i,iii)",3.1,Decreasing,Global
2760593,203108,Anolis monteverde,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOLIDAE,Anolis,monteverde,,,,"Köhler, 2009",Critically Endangered,B1ab(v),3.1,Decreasing,Global
2760982,203127,Anolis utilensis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOLIDAE,Anolis,utilensis,,,,"(Köhler, 1996)",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
2760989,203128,Anolis villai,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOLIDAE,Anolis,villai,,,,"Fitch &amp; Henderson, 1976",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
2769620,203674,Anolis tenorioensis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOLIDAE,Anolis,tenorioensis,,,,"Köhler, 2011",Critically Endangered,B1ab(v),3.1,Decreasing,Global
2774461,2111,Neoarius taylori,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,ARIIDAE,Neoarius,taylori,,,,"(Roberts, 1978)",Critically Endangered,A3d,3.1,Decreasing,Global
2778172,2173,Nilssonia nigricans,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TRIONYCHIDAE,Nilssonia,nigricans,,,,"(Anderson, 1875)",Critically Endangered,A4cd,3.1,Decreasing,Global
2778380,2174,Nilssonia leithii,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TRIONYCHIDAE,Nilssonia,leithii,,,,"(Gray, 1872)",Critically Endangered,A2cd+4cd,3.1,Decreasing,Global
2907336,39352,Galeorhinus galeus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,TRIAKIDAE,Galeorhinus,galeus,,,,"(Linnaeus, 1758)",Critically Endangered,A2bd,3.1,Decreasing,Global
2929864,39596,Heosemys depressa,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,GEOEMYDIDAE,Heosemys,depressa,,,,"(Anderson, 1875)",Critically Endangered,A2cd+4cd,3.1,Decreasing,Global
2929929,39599,Siebenrockiella leytensis,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,GEOEMYDIDAE,Siebenrockiella,leytensis,,,,"(Taylor, 1920)",Critically Endangered,A4abcd,3.1,Decreasing,Global
2930788,39613,Mauremys mutica,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,GEOEMYDIDAE,Mauremys,mutica,,,,"(Cantor, 1842)",Critically Endangered,A2cd+4cd,3.1,Decreasing,Global
2931537,39621,Rafetus swinhoei,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TRIONYCHIDAE,Rafetus,swinhoei,,,,"(Gray, 1873)",Critically Endangered,A2acd; D,3.1,Decreasing,Global
2933851,40761,Leucocephalon yuwonoi,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,GEOEMYDIDAE,Leucocephalon,yuwonoi,,,,"(McCord, Iverson &amp; Boeadi, 1995)",Critically Endangered,A2bcd,3.1,Decreasing,Global
2951089,41064,Pseudobatos horkelii,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINOBATIDAE,Pseudobatos,horkelii,,,,"(Müller &amp; Henle, 1841)",Critically Endangered,A2bd,3.1,Decreasing,Global
2995765,44581,Mustelus fasciatus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,TRIAKIDAE,Mustelus,fasciatus,,,,"(Garman, 1913)",Critically Endangered,A2bd,3.1,Decreasing,Global
2998129,44598,Urotrygon microphthalmum,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,UROTRYGONIDAE,Urotrygon,microphthalmum,,,,"Delsman, 1941",Critically Endangered,A2d,3.1,Decreasing,Global
2998643,44642,Sympterygia acuta,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,ARHYNCHOBATIDAE,Sympterygia,acuta,,,,"Garman, 1877",Critically Endangered,A2bd,3.1,Decreasing,Global
3017021,54639,Peltophryne fluviatica,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Peltophryne,fluviatica,,,,"(Schwartz, 1972)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
3023373,55066,Allobates chalcopis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Allobates,chalcopis,,,,"(Kaiser, Coloma &amp; Gray, 1994)",Critically Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Decreasing,Global
3033153,55855,Agalychnis lemur,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PHYLLOMEDUSIDAE,Agalychnis,lemur,,,,"(Boulenger, 1882)",Critically Endangered,A2ace,3.1,Decreasing,Global
3038406,56409,Eleutherodactylus amadeus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,amadeus,,,,"Hedges, Thomas &amp; Franz, 1987",Critically Endangered,A4ac,3.1,Decreasing,Global
3039056,56428,Eleutherodactylus apostates,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,apostates,,,,"Schwartz, 1973",Critically Endangered,A4ac,3.1,Decreasing,Global
3039778,56449,Eleutherodactylus bakeri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,bakeri,,,,"Cochran, 1935",Critically Endangered,A4ac,3.1,Decreasing,Global
3040329,56475,Eleutherodactylus brevirostris,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,brevirostris,,,,"Shreve, 1936",Critically Endangered,A4ac,3.1,Decreasing,Global
3040728,56493,Eleutherodactylus caribe,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,caribe,,,,"Hedges &amp; Thomas, 1992",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
3041254,56511,Eleutherodactylus chlorophenax,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,chlorophenax,,,,"Schwartz, 1976",Critically Endangered,A4ac,3.1,Decreasing,Global
3041860,56525,Eleutherodactylus corona,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,corona,,,,"Hedges &amp; Thomas, 1992",Critically Endangered,A4ac; B1ab(iii),3.1,Decreasing,Global
3042547,56549,Eleutherodactylus darlingtoni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,darlingtoni,,,,"Cochran, 1935",Critically Endangered,"C2a(i,ii); D",3.1,Decreasing,Global
3042811,56567,Eleutherodactylus dolomedes,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,dolomedes,,,,"Hedges &amp; Thomas, 1992",Critically Endangered,"A4ac; B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
3042954,56592,Eleutherodactylus eunaster,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,eunaster,,,,"Schwartz, 1973",Critically Endangered,A4ac,3.1,Decreasing,Global
3043096,56593,Pristimantis euphronides,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Pristimantis,euphronides,,,,"(Schwartz, 1967)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
3043931,56605,Eleutherodactylus fowleri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,fowleri,,,,"Schwartz, 1973",Critically Endangered,A4ac,3.1,Decreasing,Global
3044085,56608,Eleutherodactylus furcyensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,furcyensis,,,,"Shreve &amp; Williams, 1963",Critically Endangered,A4c,3.1,Decreasing,Global
3044500,56617,Eleutherodactylus glandulifer,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,glandulifer,,,,"Cochran, 1935",Critically Endangered,A4ac,3.1,Decreasing,Global
3044627,56618,Eleutherodactylus glanduliferoides,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,glanduliferoides,,,,"Shreve, 1936",Critically Endangered,"B1ab(iii,v)+2ab(iii,v); C2a(ii); D",3.1,Decreasing,Global
3047028,56681,Eleutherodactylus jamaicensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,jamaicensis,,,,"Barbour, 1910",Critically Endangered,C2a(i),3.1,Decreasing,Global
3047415,56688,Eleutherodactylus jugans,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,jugans,,,,"Cochran, 1937",Critically Endangered,A4ac,3.1,Decreasing,Global
3047675,56698,Eleutherodactylus lamprotes,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,lamprotes,,,,"Schwartz, 1973",Critically Endangered,A4ac,3.1,Decreasing,Global
3048334,56730,Eleutherodactylus lucioi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,lucioi,,,,"Schwartz, 1980",Critically Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
3049811,56796,Eleutherodactylus nortoni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,nortoni,,,,"Schwartz, 1976",Critically Endangered,A4c,3.1,Decreasing,Global
3050360,56813,Eleutherodactylus orcutti,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,orcutti,,,,"Dunn, 1928",Critically Endangered,"C2a(i,ii); D",3.1,Decreasing,Global
3050521,56819,Eleutherodactylus oxyrhyncus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,oxyrhyncus,,,,"(Dumeril &amp; Bibron, 1841)",Critically Endangered,C1,3.1,Decreasing,Global
3051033,56827,Eleutherodactylus parapelates,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,parapelates,,,,"Hedges &amp; Thomas, 1987",Critically Endangered,A4ac,3.1,Decreasing,Global
3051338,56836,Eleutherodactylus paulsoni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,paulsoni,,,,"Schwartz, 1964",Critically Endangered,A4ac,3.1,Decreasing,Global
3052197,56874,Eleutherodactylus poolei,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,poolei,,,,"Cochran, 1938",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
3052456,56888,Craugastor punctariolus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Craugastor,punctariolus,,,,"(Peters, 1863)",Critically Endangered,D,3.1,Decreasing,Global
3052745,56909,Eleutherodactylus rhodesi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,rhodesi,,,,"Schwartz, 1980",Critically Endangered,"A4c; B1ab(iii,v)",3.1,Decreasing,Global
3053309,213610247,Eleutherodactylus schmidti,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,schmidti,,,,"Noble, 1923",Critically Endangered,"C2a(i,ii); D",3.1,Decreasing,Global
3053579,56955,Eleutherodactylus sciagraphus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,sciagraphus,,,,"Schwartz, 1973",Critically Endangered,A4c; B1ab(iii),3.1,Decreasing,Global
3054028,57004,Eleutherodactylus thorectes,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,thorectes,,,,"Hedges, 1988",Critically Endangered,A4ac; B1ab(iii),3.1,Decreasing,Global
3054268,57034,Eleutherodactylus ventrilineatus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,ventrilineatus,,,,"(Shreve, 1936)",Critically Endangered,A4ac; B1ab(iii),3.1,Decreasing,Global
3054529,57052,Eleutherodactylus warreni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,warreni,,,,"Schwartz, 1976",Critically Endangered,A4c,3.1,Decreasing,Global
3088651,60135,Tetronarce puelcha,ANIMALIA,CHORDATA,TORPEDINIFORMES,CHONDRICHTHYES,TORPEDINIDAE,Tetronarce,puelcha,,,,"(Lahille, 1926)",Critically Endangered,A2bd,3.1,Decreasing,Global
3091753,60201,Sphyrna media,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,SPHYRNIDAE,Sphyrna,media,,,,"Springer, 1940",Critically Endangered,A2bcd,3.1,Decreasing,Global
3091946,60202,Sphyrna tudes,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,SPHYRNIDAE,Sphyrna,tudes,,,,"(Valenciennes, 1822)",Critically Endangered,A2bd,3.1,Decreasing,Global
