internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
55080,Hyloxalus fallax,"Colostethus fallax Rivero, 1991",Colostethus,fallax,"Rivero, 1991",,
55098,Colostethus jacobuspetersi,"Colostethus torrenticola Rivero, 1991",Colostethus,torrenticola,"Rivero, 1991",,
55109,Hyloxalus maquipucuna,"Colostethus maquipucuna Coloma, 1995",Colostethus,maquipucuna,"Coloma, 1995",,
55111,Hyloxalus marmoreoventris,"Colostethus marmoreoventris Rivero, 1991",Colostethus,marmoreoventris,"Rivero, 1991",,
55129,Hyloxalus peculiaris,"Colostethus peculiaris Rivero, 1991",Colostethus,peculiaris,"Rivero, 1991",,
55138,Hyloxalus pumilus,"Colostethus pumilus Rivero, 1991",Colostethus,pumilus,"Rivero, 1991",,
55150,Hyloxalus shuar,"Colostethus shuar Duellman & Simmons, 1988",Colostethus,shuar,"Duellman & Simmons, 1988",,
55220,Paruwrobates erythromos,"Epipedobates erythromos (Vigle & Miyata, 1980)",Epipedobates,erythromos,"(Vigle & Miyata, 1980)",,
55220,Paruwrobates erythromos,"Dendrobates erythromos Vigle & Miyata, 1980",Dendrobates,erythromos,"Vigle & Miyata, 1980",,
55220,Paruwrobates erythromos,"Ameerega erythromos (Vigle &amp; Miyata, 1980)",Ameerega,erythromos,"(Vigle &amp; Miyata, 1980)",,
56646,Pristimantis hamiotae,"Eleutherodactylus hamiotae Flores, 1993",Eleutherodactylus,hamiotae,"Flores, 1993",,
56892,Pristimantis pyrrhomerus,"Eleutherodactylus pyrrhomerus Lynch, 1976",Eleutherodactylus,pyrrhomerus,"Lynch, 1976",,
178692938,Pristimantis riveti,"Eleutherodactylus riveti (Despax, 1911)",Eleutherodactylus,riveti,"(Despax, 1911)",,
56965,Pristimantis simonbolivari,"Eleutherodactylus simonbolivari Wiens & Coloma, 1992",Eleutherodactylus,simonbolivari,"Wiens & Coloma, 1992",,
57005,Pristimantis thymalopsoides,"Eleutherodactylus thymalopsoides Lynch, 1976",Eleutherodactylus,thymalopsoides,"Lynch, 1976",,
135864,Nymphargus wileyi,"Cochranella wileyi Guayasamin, Bustamante, Almeida-Reinoso & Funk, 2006",Cochranella,wileyi,"Guayasamin, Bustamante, Almeida-Reinoso & Funk, 2006",,
185791,Phyllonastes coloma,"Noblella coloma Guayasamin &amp; Terán-Valdez, 2009",Noblella,coloma,"Guayasamin &amp; Terán-Valdez, 2009",,
61875,Rana tavasensis,"Rana macrocnemis  ssp. tavasensis Baran & Atatür, 1986",Rana,macrocnemis ,,subspecies,"Baran & Atatür, 1986"
103160986,Partula obesa,"Partula subgonochila Mousson, 1871",Partula,subgonochila,"Mousson, 1871",,
104005557,Rhinobatos schlegelii,"Rhinobatos formosensis Norman, 1926",Rhinobatos,formosensis,"Norman, 1926",,
60151,Fontitrygon colarensis,"Dasyatis colarensis Santos, Gomes &amp; Charvet-Almeida, 2004",Dasyatis,colarensis,"Santos, Gomes &amp; Charvet-Almeida, 2004",,
39406,Fontitrygon garouaensis,"Dasyatis garouaensis (Stauch &amp; Blanc, 1962)",Dasyatis,garouaensis,"(Stauch &amp; Blanc, 1962)",,
39406,Fontitrygon garouaensis,"Potamotrygon garouaensis Stauch & Blanc, 1962",Potamotrygon,garouaensis,"Stauch & Blanc, 1962",,
60153,Fontitrygon geijskesi,"Dasyatis geijskesi Boeseman,1948",Dasyatis,geijskesi,"Boeseman,1948",,
39414,Fontitrygon ukpam,Dasyatis ukpam (Smith 1863),Dasyatis,ukpam,(Smith 1863),,
39414,Fontitrygon ukpam,"Urogymnus ukpam (Smith, 1863)",Urogymnus,ukpam,"(Smith, 1863)",,
39414,Fontitrygon ukpam,"Hemitrygon ukpam Smith, 1863",Hemitrygon,ukpam,"Smith, 1863",,
88425572,Pithecopus rusticus,"Phyllomedusa rustica Bruschi, Lucas, Garcia, &amp; Recco-Pimentel, 2014",Phyllomedusa,rustica,"Bruschi, Lucas, Garcia, &amp; Recco-Pimentel, 2014",,
109452875,Cryptoblepharus caudatus,"Ablepharus boutoni ssp. caudatus Sternfeld, 1918",Ablepharus,boutoni,,subspecies,"Sternfeld, 1918"
5529,Cricetus cricetus,"Mus cricetus Linnaeus, 1758",Mus,cricetus,"Linnaeus, 1758",,
168198,Samoana ganymedes,"Bulimus ganymedes Pfeiffer, 1846",Bulimus,ganymedes,"Pfeiffer, 1846",,
168200,Samoana inflata,"Bulimus thersites Pfeiffer, 1842",Bulimus,thersites,"Pfeiffer, 1842",,
168200,Samoana inflata,"Partula inflata Reeve, 1842",Partula,inflata,"Reeve, 1842",,
4085,Cebus trinitatis,"Cebus albifrons ssp. trinitatis von Pusch, 1942",Cebus,albifrons,,subspecies,"von Pusch, 1942"
8202,Eulemur mongoz,"Lemur mongoz Linnaeus, 1758",Lemur,mongoz,"Linnaeus, 1758",,
8205,Eulemur cinereiceps,"Eulemur albocollaris (Rumpler, 1975)",Eulemur,albocollaris,"(Rumpler, 1975)",,
8205,Eulemur cinereiceps,"Eulemur fulvus ssp. albocollaris (A. Grandidier & Milne-Edwards, 1890)",Eulemur,fulvus,,subspecies,"(A. Grandidier & Milne-Edwards, 1890)"
8211,Eulemur flavifrons,"Eulemur macaco ssp. flavifrons (Gray, 1867)",Eulemur,macaco,,subspecies,"(Gray, 1867)"
9674,Prolemur simus,"Hapalemur simus Gray, 1871",Hapalemur,simus,"Gray, 1871",,
18354,Propithecus verreauxi,"Propithecus verreauxi ssp. verreauxi A. Grandidier, 1867",Propithecus,verreauxi,,subspecies,"A. Grandidier, 1867"
18355,Propithecus coquereli,"Propithecus verreauxi ssp. coquereli (A. Grandidier, 1867)",Propithecus,verreauxi,,subspecies,"(A. Grandidier, 1867)"
18356,Propithecus coronatus,"Propithecus verreauxi ssp. coronatus Milne-Edwards, 1871",Propithecus,verreauxi,,subspecies,"Milne-Edwards, 1871"
18357,Propithecus deckenii,"Propithecus verreauxi ssp. deckenii A. Grandidier, 1867",Propithecus,verreauxi,,subspecies,"A. Grandidier, 1867"
18358,Propithecus diadema,"Propithecus diadema ssp. diadema Bennett, 1832",Propithecus,diadema,,subspecies,"Bennett, 1832"
18360,Propithecus candidus,"Propithecus diadema ssp. candidus A. Grandidier, 1871",Propithecus,diadema,,subspecies,"A. Grandidier, 1871"
18361,Propithecus perrieri,"Propithecus diadema ssp. perrieri Lavauden, 1931",Propithecus,diadema,,subspecies,"Lavauden, 1931"
22918,Varecia variegata,"Lemur macaco ssp. variegatus Kerr, 1792",Lemur,macaco,,subspecies,"Kerr, 1792"
22920,Varecia rubra,"Varecia variegata ssp. rubra (É. Geoffroy, 1812)",Varecia,variegata,,subspecies,"(É. Geoffroy, 1812)"
136491,Lepilemur jamesorum,"Lepilemur jamesi Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney &amp; Brenneman, 2006 [orth. error]",Lepilemur,jamesi,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney &amp; Brenneman, 2006 [orth. error]",,
136645,Lepilemur sahamalaza,"Lepilemur sahamalazensis Andriaholinirina, Fausser, Roos, Rabarivola, Ravoarimanana, Zinner, Thalmann, Ganzhorn, Meier, Hilgartner, Walter, Zaramody, Langer, Hahn, Zimmermann, Radespiel, Craul, Tomiuk, Tattersall & Rumpler, 2006 [invalid name]",Lepilemur,sahamalazensis,"Andriaholinirina, Fausser, Roos, Rabarivola, Ravoarimanana, Zinner, Thalmann, Ganzhorn, Meier, Hilgartner, Walter, Zaramody, Langer, Hahn, Zimmermann, Radespiel, Craul, Tomiuk, Tattersall & Rumpler, 2006 [invalid name]",,
136709,Lepilemur tymerlachsoni,"Lepilemur tymerlachsonorum Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney & Brenneman, 2006 [orth. error]",Lepilemur,tymerlachsonorum,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney & Brenneman, 2006 [orth. error]",,
136771,Lepilemur grewcockorum,"Lepilemur manasamody Craul, Zimmermann, Rasoloharijaona, Randrianambinina & Radespiel, 2007",Lepilemur,manasamody,"Craul, Zimmermann, Rasoloharijaona, Randrianambinina & Radespiel, 2007",,
136771,Lepilemur grewcockorum,"Lepilemur grewcocki Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney, & Brenneman, 2006 [orth. error]",Lepilemur,grewcocki,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney, & Brenneman, 2006 [orth. error]",,
197168,Rhinophis phillipsi,"Uropeltis phillipsi (Nicholls, 1929)",Uropeltis,phillipsi,"(Nicholls, 1929)",,
197168,Rhinophis phillipsi,"Silybura phillipsi Nicholls, 1929",Silybura,phillipsi,"Nicholls, 1929",,
55572,Aplastodiscus musicus,"Hyla musica B. Lutz, 1949",Hyla,musica,"B. Lutz, 1949",,
44571,Squatina armata,"Rhina  armata Philippi, 1887",Rhina ,armata,"Philippi, 1887",,
48101579,Leptobrachella bidoupensis,"Leptolalax bidoupensis Rowley, Le, Tran &amp; Hoang, 2011",Leptolalax,bidoupensis,"Rowley, Le, Tran &amp; Hoang, 2011",,
197183,Indotyphlops leucomelas,"Asiatyphlops leucomelas (Boulenger, 1890)",Asiatyphlops,leucomelas,"(Boulenger, 1890)",,
197183,Indotyphlops leucomelas,"Typhlops leucomelas Boulenger, 1890",Typhlops,leucomelas,"Boulenger, 1890",,
3170,Anaxyrus houstonensis,"Bufo houstonensis Sanders, 1953",Bufo,houstonensis,"Sanders, 1953",,
3181,Anaxyrus nelsoni,"Bufo nelsoni Stejneger, 1893",Bufo,nelsoni,"Stejneger, 1893",,
39262,Eurycea rathbuni,"Typhlomolge rathbuni Stejneger, 1896",Typhlomolge,rathbuni,"Stejneger, 1896",,
16296,Partula affinis,"Partula otaheitana ssp. affinis Pease, 1868",Partula,otaheitana,,subspecies,"Pease, 1868"
168194,Samoana bellula,"Partula bellula Hartman, 1885",Partula,bellula,"Hartman, 1885",,
22137,Tridacna gigas,"Chama gigas Linnaeus, 1758",Chama,gigas,"Linnaeus, 1758",,
22137,Tridacna gigas,"Chama gigantea G. Perry, 1811",Chama,gigantea,"G. Perry, 1811",,
22137,Tridacna gigas,"Dinodacna cookiana Iredale, 1937",Dinodacna,cookiana,"Iredale, 1937",,
18601,Pseudoscaphirhynchus kaufmanni,"Scaphirhynchus kaufmanni Kessler, 1877",Scaphirhynchus,kaufmanni,"Kessler, 1877",,
8218,Plestiodon longirostris,"Eumeces longirostris (Cope, 1861)",Eumeces,longirostris,"(Cope, 1861)",,
10820,Indolestes boninensis,"Austrolestes boninensis Asahina, 1952",Austrolestes,boninensis,"Asahina, 1952",,
78516909,Hypselotriton glaucus,"Cynops glaucus Yuan, Jiang, Ding, Zhang & Che, 2013",Cynops,glaucus,"Yuan, Jiang, Ding, Zhang & Che, 2013",,
78519396,Megophrys acuta,"Panophrys acuta (Wang, Li & Jin, 2014)",Panophrys,acuta,"(Wang, Li & Jin, 2014)",,
78519453,Megophrys baolongensis,"Xenophrys baolongensis (Ye, Fei & Xie, 2007)",Xenophrys,baolongensis,"(Ye, Fei & Xie, 2007)",,
78519453,Megophrys baolongensis,"Boulenophrys baolongensis (Ye, Fe & Xie, 2007)",Boulenophrys,baolongensis,"(Ye, Fe & Xie, 2007) ",,
78519453,Megophrys baolongensis,"Panophrys baolongensis (Ye, Fe & Xie, 2007)",Panophrys,baolongensis,"(Ye, Fe & Xie, 2007) ",,
79075338,Hypselotriton fudingensis,"Cynops fudingensis Wu, Wang, Jiang & Hanken, 2010",Cynops,fudingensis,"Wu, Wang, Jiang & Hanken, 2010",,
82462705,Bufo tuberospinius,"Torrentophryne  tuberospinia Yang, Liu & Rao, 1996",Torrentophryne ,tuberospinia,"Yang, Liu & Rao, 1996",,
2917,Bothrops insularis,"Bothropoides insularis (Amaral, 1921)",Bothropoides,insularis,"(Amaral, 1921)",,
2917,Bothrops insularis,"Lachesis insularis Amaral, 1921",Lachesis,insularis,"Amaral, 1921",,
17008,Phoboscincus bocourti,"Eumeces bocourti Brocchi, 1876",Eumeces,bocourti,"Brocchi, 1876",,
176214,Bavayia ornata,"Bavayia sauvagei ssp. ornata Roux, 1913",Bavayia,sauvagei,,subspecies,"Roux, 1913"
197202,Nessia layardi,"Acontias layardi Kelaart, 1853",Acontias,layardi,"Kelaart, 1853",,
197226,Cnemaspis scalpensis,"Gymnodactylus scalpensis Ferguson, 1877",Gymnodactylus,scalpensis,"Ferguson, 1877",,
123423510,Thymichthys politus,"Brachionichthys politus (Richardson, 1844)",Brachionichthys,politus,"(Richardson, 1844)",,
123423510,Thymichthys politus,"Sympterichthys politus (Richardson, 1844)",Sympterichthys,politus,"(Richardson, 1844)",,
123423510,Thymichthys politus,"Cheironectes politus Richardson, 1844",Cheironectes,politus,"Richardson, 1844",,
122900966,Rhacodactylus trachycephalus,"Rhacodactylus trachyrhynchus ssp. trachycephalus (Boulenger, 1878)",Rhacodactylus,trachyrhynchus,,subspecies,"(Boulenger, 1878)"
122900966,Rhacodactylus trachycephalus,"Chameleonurus trachycephalus Boulenger, 1878",Chameleonurus,trachycephalus,"Boulenger, 1878",,
123768950,Cuora trifasciata,"Ocadia philippeni McCord & Iversen, 1992 [<i>partim</i>, hybrid]",Ocadia,philippeni,"McCord & Iversen, 1992 [<i>partim</i>, hybrid]",,
123768950,Cuora trifasciata,"Sternothaerus trifasciatus Bell, 1825",Sternothaerus,trifasciatus,"Bell, 1825",,
163447,Cuora bourreti,"Cuora galbinifrons ssp. bourreti Obst & Reimann, 1994",Cuora,galbinifrons,,subspecies,"Obst & Reimann, 1994"
163447,Cuora bourreti,"Cistoclemmys galbinifrons ssp. bourreti (Obst & Reimann, 1994)",Cistoclemmys,galbinifrons,,subspecies,"(Obst & Reimann, 1994)"
163463,Cuora picturata,"Cistoclemmys picturata (Lehr, Fritz & Obst, 1998) — Vetter 2006",Cistoclemmys,picturata,"(Lehr, Fritz & Obst, 1998) — Vetter 2006",,
163463,Cuora picturata,"Cistoclemmys galbinifrons ssp. picturata (Lehr, Fritz & Obst, 1998) — Bour 2002",Cistoclemmys,galbinifrons,,subspecies,"(Lehr, Fritz & Obst, 1998) — Bour 2002"
163463,Cuora picturata,"Cuora galbinifrons ssp. picturata Lehr, Fritz & Obst, 1998",Cuora,galbinifrons,,subspecies,"Lehr, Fritz & Obst, 1998"
97357437,Cuora galbinifrons,"Cistoclemmys galbinifrons (Bourret, 1940)",Cistoclemmys,galbinifrons,"(Bourret, 1940)",,
97357437,Cuora galbinifrons,"Cuora galbinifrons ssp. serrata Iverson & McCord, 1992 - in part [hybrid]",Cuora,galbinifrons,,subspecies,"Iverson & McCord, 1992 - in part [hybrid]"
97357437,Cuora galbinifrons,"Cyclemus flavomarginata ssp. hainanensis Li, 1958",Cyclemus,flavomarginata,,subspecies,"Li, 1958"
46104013,Atractosteus tristoechus,Lepidosteus manjuari,Lepidosteus,manjuari,,,
46104013,Atractosteus tristoechus,"Esox tristoechus Bloch & Schneider, 1801",Esox,tristoechus,"Bloch & Schneider, 1801",,
169473392,Glyphis gangeticus,"Carcharias gangeticus Müller & Henle, 1839",Carcharias,gangeticus,"Müller & Henle, 1839",,
169473392,Glyphis gangeticus,"Glyphis fowlerae Compagno, White & Cavanaugh, 2010",Glyphis,fowlerae,"Compagno, White & Cavanaugh, 2010",,
169473392,Glyphis gangeticus,"Glyphis siamensis (Steindachner, 1896)",Glyphis,siamensis,"(Steindachner, 1896)",,
39367,Carcharhinus borneensis,"Carcharias borneensis Bleeker, 1858",Carcharias,borneensis,"Bleeker, 1858",,
41810,Eusphyra blochii,"Zygaena blochii Cuvier, 1816",Zygaena,blochii,"Cuvier, 1816",,
60121,Aetomylaeus vespertilio,"Aetomylaeus reticulates (Teng, 1962)",Aetomylaeus,reticulates,"(Teng, 1962)",,
60121,Aetomylaeus vespertilio,"Myliobatis vespertilio Bleeker, 1852",Myliobatis,vespertilio,"Bleeker, 1852",,
60127,Aetomylaeus bovinus,"Pteromylaeus bovina (Geoffroy Saint-Hilaire, 1817)",Pteromylaeus,bovina,"(Geoffroy Saint-Hilaire, 1817)",,
60127,Aetomylaeus bovinus,"Pteromylaeus bovinus (Geoffroy Saint-Hilaire, 1817)",Pteromylaeus,bovinus,"(Geoffroy Saint-Hilaire, 1817)",,
60127,Aetomylaeus bovinus,"Myliobatis bovina Geoffroy Saint-Hilaire, 1817",Myliobatis,bovina,"Geoffroy Saint-Hilaire, 1817",,
61405,Leucoraja melitensis,"Raja melitensis Clark, 1926",Raja,melitensis,"Clark, 1926",,
63130,Triakis maculata,"Triakis scyllium ssp. maculatus Kner & Steindachner, 1867",Triakis,scyllium,,subspecies,"Kner & Steindachner, 1867"
63131,Rhinobatos rhinobatos,"Raja rhinobatos Linnaeus, 1758",Raja,rhinobatos,"Linnaeus, 1758",,
63167,Rhinobatos jimbaranensis,Rhinobatos sp. nov. [Indonesia – blotched],Rhinobatos,sp. nov.,[Indonesia – blotched],subspecies,
161483,Hongeo koreana,"Okamejei koreana (Jeong & Nakabo, 1997)",Okamejei,koreana,"(Jeong & Nakabo, 1997)",,
161483,Hongeo koreana,"Raja koreana Jeong & Nakabo, 1997",Raja,koreana,"Jeong & Nakabo, 1997",,
161516,Gymnura tentaculata,"Aetoplatea tentaculata Valenciennes in Müller & Henle, 1841",Aetoplatea,tentaculata,"Valenciennes in Müller & Henle, 1841",,
161569,Myliobatis aquila,"Raja aquila Linnaeus, 1758",Raja,aquila,"Linnaeus, 1758",,
161591,Cephaloscyllium silasi,"Scyliorhinus silasi Talwar, 1974",Scyliorhinus,silasi,"Talwar, 1974",,
161620,Hypanus rudis,"Dasyatis rudis (Günther, 1870)",Dasyatis,rudis,"(Günther, 1870)",,
161620,Hypanus rudis,"Trygon rudis Günther, 1870",Trygon,rudis,"Günther, 1870",,
182307,Enteromius melanotaenia,"Barbus melanotaenia Stiassny, 1991",Barbus,melanotaenia,"Stiassny, 1991",,
128727508,Triplophysa kashmirensis,"Nemachilus kashmirensis Hora, 1922",Nemachilus,kashmirensis,"Hora, 1922",,
133124,Dendrogyra cylindrus,"Dendrogyra spatiosa (Ehrenberg, 1834)",Dendrogyra,spatiosa,"(Ehrenberg, 1834)",,
133124,Dendrogyra cylindrus,"Dendrogyra caudex (Ehrenberg, 1834)",Dendrogyra,caudex,"(Ehrenberg, 1834)",,
133124,Dendrogyra cylindrus,"Maendra cylindrus Ehrenberg, 1834",Maendra,cylindrus,"Ehrenberg, 1834",,
133124,Dendrogyra cylindrus,"Dendrogyra sanctihilarii  Duchassaing & Michelotti, 1864",Dendrogyra,sanctihilarii ,"Duchassaing & Michelotti, 1864",,
133124,Dendrogyra cylindrus,"Maendra caudex Ehrenberg, 1834",Maendra,caudex,"Ehrenberg, 1834",,
133124,Dendrogyra cylindrus,"Meandrina spatiosa Ehrenberg, 1834",Meandrina,spatiosa,"Ehrenberg, 1834",,
594,Afrithelphusa afzelii,"Parathelphusa afzelii Colosi, 1924",Parathelphusa,afzelii,"Colosi, 1924",,
592,Afrithelphusa leonensis,"Globonautes leonensis Cumberlidge, 1987",Globonautes,leonensis,"Cumberlidge, 1987",,
232,Acipenser gueldenstaedtii,"Acipenser colchicus Marti, 1940",Acipenser,colchicus,"Marti, 1940",,
232,Acipenser gueldenstaedtii,"Acipenser gueldenstadti ssp. colchicus Marti, 1940",Acipenser,gueldenstadti,,subspecies,"Marti, 1940"
232,Acipenser gueldenstaedtii,"Acipenser persicus ssp. colchicus Arthyukin & Zarkua, 1986",Acipenser,persicus,,subspecies,"Arthyukin & Zarkua, 1986"
10269,Huso huso,"Acipenser huso Linnaeus, 1758",Acipenser,huso,"Linnaeus, 1758",,
155595,Microcondylaea bonellii,"Alasmodonta compressa Menke, 1830",Alasmodonta,compressa,"Menke, 1830",,
155595,Microcondylaea bonellii,"Unio bonellii Férussac, 1827",Unio,bonellii,"Férussac, 1827",,
136895026,Hypsolebias marginatus,"Simpsonichthys marginatus Costa & Brasil, 1996",Simpsonichthys,marginatus,"Costa & Brasil, 1996",,
60776,Tellia apodus,"Lebias thermarum Eichwald, 1851",Lebias,thermarum,"Eichwald, 1851",,
60776,Tellia apodus,"Aphanius apodus (Gervais, 1853)",Aphanius,apodus,"(Gervais, 1853)",,
182964,Apricaphanius saourensis,"Aphanius saourensis Blanco, Hrbek & Doadrio, 2006",Aphanius,saourensis,"Blanco, Hrbek & Doadrio, 2006",,
135683,Achondrostoma occidentale,"Chondrostoma occidentale Robalo, Almada, Sousa Santos, Moreira & Doadrio 2005",Chondrostoma,occidentale,"Robalo, Almada, Sousa Santos, Moreira & Doadrio 2005",,
60769,Carasobarbus harterti,"Barbus harterti Günther, 1901",Barbus,harterti,"Günther, 1901",,
4794,Chondrostoma soetta,"Condrostoma soetta Bonaparte, 1840",Condrostoma,soetta,"Bonaparte, 1840",,
4794,Chondrostoma soetta,"Chondrostoma seva Valenciennes, 1844",Chondrostoma,seva,"Valenciennes, 1844",,
4794,Chondrostoma soetta,"Chondrochilus nasicus Heckel, 1843",Chondrochilus,nasicus,"Heckel, 1843",,
135633,Coregonus danneri,"Coregonus exiguus ssp. danneri Vogt, 1908",Coregonus,exiguus,,subspecies,"Vogt, 1908"
135698,Coregonus bavaricus,"Coregonus acronius var. bavarica Hofer, 1909",Coregonus,acronius,,variety,"Hofer, 1909"
60828,Squalius lucumonis,"Leuciscus lucumonis Bianco, 1983",Leuciscus,lucumonis,"Bianco, 1983",,
135427,Salvelinus willoughbii,"Salmo willoughbii Günther, 1862",Salmo,willoughbii,"Günther, 1862",,
266190752,Valencia letourneuxi,Fundulus letourneuxi Sauvage 1880,Fundulus,letourneuxi,Sauvage 1880,,
61506,Gallotia stehlini,"Lacerta stehlini Schenkel, 1901",Lacerta,stehlini,"Schenkel, 1901",,
139427386,Matticnemis doi,"Platycnemis doi Hämäläinen, 2012",Platycnemis,doi,"Hämäläinen, 2012",,
39297,Leptolebias marmoratus,"Cynopoecilus marmoratus Ladiges, 1934",Cynopoecilus,marmoratus,"Ladiges, 1934",,
39297,Leptolebias marmoratus,"Cynolebias marmoratus (Ladiges, 1934)",Cynolebias,marmoratus,"(Ladiges, 1934)",,
6088,Leptopanchax splendens,"Cynolebias splendens Myers, 1942",Cynolebias,splendens,"Myers, 1942",,
6088,Leptopanchax splendens,"Leptolebias splendens (Myers, 1942)",Leptolebias,splendens,"(Myers, 1942)",,
6084,Ophthalmolebias constanciae,"Simpsonichthys constanciae (Myers, 1942)",Simpsonichthys,constanciae,"(Myers, 1942)",,
6084,Ophthalmolebias constanciae,"Cynolebias constanciae Myers, 1942",Cynolebias,constanciae,"Myers, 1942",,
12954,Megalagrion leptodemas,"Agrion leptodemas Perkins, 1899",Agrion,leptodemas,"Perkins, 1899",,
59741,Megalagrion nesiotes,"Agrion nesiotes Perkins, 1899",Agrion,nesiotes,"Perkins, 1899",,
61355,Anaecypris punica,"Phoxinellus punicus Pellegrin, 1920",Phoxinellus,punicus,"Pellegrin, 1920",,
61355,Anaecypris punica,"Pseudophoxinus punicus (Pellegrin, 1920)",Pseudophoxinus,punicus,"(Pellegrin, 1920)",,
10268,Huso dauricus,"Acipenser dauricus Georgi, 1775",Acipenser,dauricus,"Georgi, 1775",,
39299,Leptopanchax opalescens,"Cynolebias opalescens Myers, 1942",Cynolebias,opalescens,"Myers, 1942",,
39299,Leptopanchax opalescens,"Leptolebias opalescens (Myers, 1942)",Leptolebias,opalescens,"(Myers, 1942)",,
147658654,Coelatura essoensis,"Unio essoensis Chaper, 1885",Unio,essoensis,"Chaper, 1885 ",,
147658723,Pleiodon ovatus,"Iridina ovata Swainson, 1823",Iridina,ovata,"Swainson, 1823 ",,
9944,Hephaestus adamsoni,"Therapon adamsoni Trewavas, 1940",Therapon,adamsoni,"Trewavas, 1940",,
169382,Amphilophus zaliosus,"Cichlasoma zaliosum Barlow, 1976",Cichlasoma,zaliosum,"Barlow, 1976",,
149165101,Riponnensia daccordii,"Orthonevra daccordii Claussen, 1991",Orthonevra,daccordii,"Claussen, 1991",,
149682598,Leptobrachella lateralis,"Ixalus lateralis Anderson, 1871",Ixalus,lateralis,"Anderson, 1871",,
149685315,Leptobrachella rowleyae,"Leptolalax rowleyae Nguyen, Poyarkov, Le, Vo, Ninh, Duong, Murphy & Sang, 2018",Leptolalax,rowleyae,"Nguyen, Poyarkov, Le, Vo, Ninh, Duong, Murphy & Sang, 2018",,
150087877,Megophrys oreocrypta,"Xenophrys oreocrypta (Mahony, Kamei, Teeling & Biju, 2018)",Xenophrys,oreocrypta,"(Mahony, Kamei, Teeling & Biju, 2018)",,
145403027,Megophrys insularis,"Xenophrys insularis Wang, Liu, Lyu, Zeng, and Wang, 2017",Xenophrys,insularis,"Wang, Liu, Lyu, Zeng, and Wang, 2017",,
145403027,Megophrys insularis,"Boulenophrys insularis (Wang, Liu, Lyu, Zeng & Wang, 2017)",Boulenophrys,insularis,"(Wang, Liu, Lyu, Zeng & Wang, 2017)",,
165406,Melanoides voltae,"Melania voltae Thiele, 1928",Melania,voltae,"Thiele, 1928",,
44575,Atlantoraja castelnaui,"Raja castelnaui Miranda Ribeiro, 1907",Raja,castelnaui,"Miranda Ribeiro, 1907",,
61844,Choerophryne sanguinopicta,"Albericus sanguinopictus Kraus & Allison, 2005",Albericus,sanguinopictus,"Kraus & Allison, 2005",,
60344,Anguilla anguilla,"Muraena anguilla Linnaeus, 1758",Muraena,anguilla,"Linnaeus, 1758",,
154046289,Hemiphractus panamensis,"Cerathyla panamensis Stejneger, 1917",Cerathyla,panamensis,"Stejneger, 1917",,
55113,Allobates mcdiarmidi,"Colostethus mcdiarmidi Reynolds & Foster, 1992",Colostethus,mcdiarmidi,"Reynolds & Foster, 1992",,
55443,Hyloscirtus charazani,"Hyla charazani Vellard, 1970",Hyla,charazani,"Vellard, 1970",,
55446,Hyloscirtus chlorosteus,"Hyloscirtus chlorostea (Reynolds & Foster, 1992) [orth. error]",Hyloscirtus,chlorostea,"(Reynolds & Foster, 1992) [orth. error]",,
55446,Hyloscirtus chlorosteus,"Hyla chlorostea Reynolds & Foster, 1992",Hyla,chlorostea,"Reynolds & Foster, 1992",,
57067,Oreobates zongoensis,"Eleutherodactylus zongoensis Reichle & Köhler, 1997",Eleutherodactylus,zongoensis,"Reichle & Köhler, 1997",,
57226,Microkayla pinguis,"Phrynopus pinguis Harvey & Ergueta, 1998",Phrynopus,pinguis,"Harvey & Ergueta, 1998",,
57226,Microkayla pinguis,"Psychrophrynella pinguis (Harvey & Ergueta, 1998)",Psychrophrynella,pinguis,"(Harvey & Ergueta, 1998)",,
57326,Telmatobius bolivianus,"Telmatobius ifornoi Lavilla & Ergueta Sandoval, 1999",Telmatobius,ifornoi,"Lavilla & Ergueta Sandoval, 1999",,
57367,Telmatobius verrucosus,"Telmatobius jahuira Lavilla & Ergueta, 1995",Telmatobius,jahuira,"Lavilla & Ergueta, 1995",,
61749,Nannophryne apolobambica,"Bufo apolobambicus De la Riva, Ríos & Aparicio, 2005",Bufo,apolobambicus,"De la Riva, Ríos & Aparicio, 2005",,
