internalTaxonId,scientificName,name,language,main
11003,Kinixys homeana,Home's Hinged Tortoise,English,false
11003,Kinixys homeana,Kinixys de Home,French,false
11003,Kinixys homeana,Home's Hinge-back Tortoise,English,true
6553,Dicerorhinus sumatrensis,Rhinocéros de Sumatra,French,false
6553,Dicerorhinus sumatrensis,Rinoceronte de Sumatra,Spanish; Castilian,false
6553,Dicerorhinus sumatrensis,Sumatran Rhinoceros,English,true
178592,Anolis koopmani,Brown Red-bellied Anole,English,true
4425,Chalinolobus tuberculatus,Long-tailed Wattled Bat,English,false
4425,Chalinolobus tuberculatus,Langschwanz-Lappenfledermaus,German,false
4425,Chalinolobus tuberculatus,Neuseeland-Lappenfledermaus,German,false
4425,Chalinolobus tuberculatus,Pekapeka,Maori,false
4425,Chalinolobus tuberculatus,New Zealand Long-tailed Bat,English,true
6773,Dobsonia chapmani,Philippine Bare-backed Fruit Bat,English,false
6773,Dobsonia chapmani,Negros Naked-backed Fruit Bat,English,true
136807,Nyctophilus nebulosus,New Caledonia Long-eared Bat,English,true
18728,Pteropus howensis,Zorro Volador de Lord Howe,Spanish; Castilian,false
18728,Pteropus howensis,Ontong Java Flying Fox,English,true
10141,Hipposideros lamottei,Lamottes Rundblattnase,German,false
10141,Hipposideros lamottei,Nimba Rundblattnase,German,false
10141,Hipposideros lamottei,Phyllorhine de Lamotte,French,false
10141,Hipposideros lamottei,Lamotte's Roundleaf Bat,English,true
6285,Dasyprocta mexicana,Mexican Agouti,English,true
20185,Sicista armenica,Armenian Birch Mouse,English,false
20185,Sicista armenica,Armyanskaya Myshovka,Russian,false
6439,Dendromus kahuziensis,Mount Kahuzi African Climbing Mouse,English,false
6439,Dendromus kahuziensis,Mt. Kahuzi Climbing Mouse,English,true
20333,Solomys ponceleti,Poncelet's Naked-tailed Rat,English,false
20333,Solomys ponceleti,Poncelet's Giant Rat,English,true
13162,Meriones dahli,Peschanka Dalya,Russian,false
13162,Meriones dahli,Dahl's Jird,English,true
161380,Cephaloscyllium sarawakensis,Sarawak Pygmy Swell Shark,English,true
47102826,Mabuya desiradae,Désirade Skink,English,true
60544,Julidochromis transcriptus,Pongo Mayi,Afrikaans,false
60544,Julidochromis transcriptus,Masked Julie,English,true
60634,Oreochromis hunteri,Lake Chala Tilapia,English,true
60836,Lates mariae,Bigeye Lates,English,false
60836,Lates mariae,Isangala (adult),Rundi,false
60836,Lates mariae,Keke (juvenile/singular),Swahili,false
60836,Lates mariae,Makeke (juveniles),Swahili,false
60836,Lates mariae,Muzinga (juvenile),Swahili,false
60836,Lates mariae,Nyunvi (adult and juvenile),Bantu (Other),false
60836,Lates mariae,Sangara (adult),Swahili,false
60836,Lates mariae,Umuzingi (juveniles),Rundi,false
60837,Lates microlepis,Forktail Lates,English,false
60837,Lates microlepis,Inonzi (adult),Rundi,false
60837,Lates microlepis,Isarabahanda (juvenile),Rundi,false
60837,Lates microlepis,Keke (juvenile singular),Swahili,false
60837,Lates microlepis,Makeke (juvenile),Swahili,false
60837,Lates microlepis,Nonzi (adult),Swahili,false
60837,Lates microlepis,Pamba (adult and juvenile),Bantu (Other),false
60837,Lates microlepis,Sabalanda (juvenile),Swahili,false
167664496,Neobola fluviatilis,Athi Sardine,English,true
59447,Echinotriton chinhaiensis,China Spiny Crocodile Newt,English,false
59447,Echinotriton chinhaiensis,镇海棘螈,Chinese,false
59447,Echinotriton chinhaiensis,Chinhai Spiny Newt,English,true
179010104,Andrias davidianus,Huangshan Giant Salamander,English,false
179010104,Andrias davidianus,Maoershan Giant Salamander,English,false
179010104,Andrias davidianus,Chinese Giant Salamander,English,true
49182559,Larimichthys crocea,Croceine Croaker,English,false
49182559,Larimichthys crocea,Roncadeira-amarela-maior,Portuguese,false
49182559,Larimichthys crocea,Tambour à Gros Yeux,French,false
49182559,Larimichthys crocea,Large Yellow Croaker,English,true
161463,Rhinoptera marginata,Gavilán lusitánico,Spanish; Castilian,false
161463,Rhinoptera marginata,Mourine lusitanienne,French,false
161463,Rhinoptera marginata,Lusitanian Cownose Ray,English,true
49328174,Bufo luchunnicus,Luchun Stream Toad,English,true
56391,Eleutherodactylus acmonis,El Yunque Robber Frog,English,false
56391,Eleutherodactylus acmonis,Cuban Red-rumped Frog,English,true
172817049,Peltophryne longinasus,Cuban Long-nosed Toad,English,false
172817049,Peltophryne longinasus,Stejneger's Caribbean Toad,English,false
172817049,Peltophryne longinasus,Western Cuba Long-nosed Toad,English,true
56403,Eleutherodactylus albipes,Turquino White-footed Frog,English,true
56452,Eleutherodactylus bartonsmithi,Boca de Yumuri Frog,English,true
56466,Eleutherodactylus blairhedgesi,Canasi Frog,English,true
56473,Eleutherodactylus bresslerae,Maisi Frog,English,true
56682,Eleutherodactylus jaumei,Orange Long-nosed Frog,English,true
56708,Eleutherodactylus leberi,Oriente Yellow-bellied Frog,English,true
135753,Eleutherodactylus michaelschmidi,Sierra Maestra Blotched Frog,English,true
56815,Eleutherodactylus orientalis,Baracoa Dwarf Frog,English,true
56920,Eleutherodactylus rivularis,Short-legged Streamside Frog,English,true
56988,Eleutherodactylus symingtoni,Western Spiny Frog,English,true
57019,Eleutherodactylus turquinensis,Turquino Streamfrog,English,true
50924990,Diasporus igneus,Ranita de Fuego,Spanish; Castilian,false
50924990,Diasporus igneus,Fiery Dink Frog,English,true
51061050,Oedipina chortiorum,Chorti Worm Salamander,English,true
1095,Ambystoma mexicanum,Ajolote,Spanish; Castilian,false
1095,Ambystoma mexicanum,Axolotl,English,true
55431,Sarcohyla calvicollina,Cerro Pelón Treefrog,English,true
55442,Sarcohyla charadricola,Rana-de Arbol Poblana,Spanish; Castilian,false
55442,Sarcohyla charadricola,Puebla Treefrog,English,true
55456,Sarcohyla crassa,Rana-de Arbol Acuática,Spanish; Castilian,false
55456,Sarcohyla crassa,Aquatic Treefrog,English,true
55459,Sarcohyla cyanomma,Rana-de Arbol Ojos Azules,Spanish; Castilian,false
55459,Sarcohyla cyanomma,Blue-eyed Aquatic Treefrog,English,true
55527,Sarcohyla labedactyla,Grasping Treefrog,English,true
55583,Sarcohyla pachyderma,Rana-de Arbol Semiacuática,Spanish; Castilian,false
55583,Sarcohyla pachyderma,Semiaquatic Treefrog,English,true
55592,Megastomatohyla pellita,Oaxacan Yellow Treefrog,English,true
55613,Sarcohyla psarosema,Speckled Treefrog,English,true
55639,Sarcohyla sabrina,Rana-de Arbol de Sierra de Juárez,Spanish; Castilian,false
55639,Sarcohyla sabrina,Sierra Juarez Treefrog,English,true
55658,Sarcohyla siopela,Mute Treefrog,English,false
55658,Sarcohyla siopela,Voiceless Treefrog,English,true
55908,Quilticohyla acrochorda,Warty Mountain Stream Frog,English,true
56876,Craugastor pozo,Poza Turipache Rainfrog,English,true
58574,Lithobates chichicuahutla,Lago de las Minas Frog,English,true
59055,Ambystoma dumerilii,Achoque,Spanish; Castilian,false
59055,Ambystoma dumerilii,Lake Patzcuaro Salamander,English,true
59061,Ambystoma leorae,Leora's Stream Siredon,English,false
59061,Ambystoma leorae,Ajolote,Spanish; Castilian,false
59061,Ambystoma leorae,Leora's Stream Salamander,English,true
59222,Chiropterotriton chiropterus,Common Splayfoot Salamander,English,false
59222,Chiropterotriton chiropterus,Salamandra Pie-Plano Común,Spanish; Castilian,true
59365,Pseudoeurycea ahuitzotl,Tlaconete,Spanish; Castilian,false
59365,Pseudoeurycea ahuitzotl,Imperial Salamander,English,true
59372,Pseudoeurycea brunnata,Brown False Brook Salamander,English,true
59381,Pseudoeurycea goebeli,Goebel's False Brook Salamander,English,true
59387,Pseudoeurycea mixcoatl,Tlaconete,Spanish; Castilian,false
59387,Pseudoeurycea mixcoatl,Brown-streaked Salamander,English,true
59397,Pseudoeurycea smithi,Smith's Salamander,English,false
59397,Pseudoeurycea smithi,Smith's False Brook Salamander,English,true
59398,Pseudoeurycea tenchalli,Tlaconete Con Barba,Spanish; Castilian,false
59398,Pseudoeurycea tenchalli,Bearded Salamander,English,true
59399,Pseudoeurycea teotepec,Tlaconete,Spanish; Castilian,false
59399,Pseudoeurycea teotepec,Teotepec Salamander,English,true
59400,Pseudoeurycea tlahcuiloh,Tlaconete,Spanish; Castilian,false
59400,Pseudoeurycea tlahcuiloh,Green-flecked Salamander,English,true
59401,Pseudoeurycea unguidentis,Claw-toothed Salamander,English,true
59407,Thorius arboreus,Arboreal Thorius,English,true
59408,Thorius aureus,Golden Thorius,English,true
59410,Thorius dubitus,Acultzingo Pigmy Salamander,English,true
59412,Thorius infernalis,Atoyac Minute Salamander,English,true
59414,Thorius lunaris,Crescent-nostriled Thorius,English,true
59416,Thorius magnipes,Big-footed Thorius,English,true
59417,Thorius minutissimus,Extremely Minute Salamander,English,false
59417,Thorius minutissimus,Oaxacan Pigmy Salamander,English,true
59419,Thorius munificus,McDiarmid Thorius,English,true
59425,Thorius pulmonaris,Lower Cerro Pigmy Salamander,English,true
87633164,Thorius schmidti,Schmidt's Pigmy Salamander,English,true
59427,Thorius smithi,Smith's Thorius,English,true
59428,Thorius spilogaster,Spotted Thorius,English,true
48874250,Nyctibatrachus indraneili,Indraneil's Wrinkled Frog,English,false
48874250,Nyctibatrachus indraneili,Indraneil's Night Frog,English,true
54635,Incilius fastidiosus,Pico Blanco Toad,English,true
55102,Colostethus latinasus,Truando Rocket Frog,English,true
55173,Oophaga arborea,Rana Venenosa,Spanish; Castilian,false
55173,Oophaga arborea,Polkadot Poison Frog,English,true
55329,Gastrotheca cornuta,Horned Marsupial Frog,English,true
55390,Isthmohyla angustilineata,Narrow-lined Treefrog,English,true
55462,Isthmohyla debilis,Isla Bonita Treefrog,English,true
55675,Isthmohyla tica,Rana de árbol de Starrett,Spanish; Castilian,false
55675,Isthmohyla tica,Starrett's Treefrog,English,true
56577,Craugastor emcelae,Rio Claro Robber Frog,English,true
56901,Craugastor ranoides,Rana Selvática de las Quebradas,Spanish; Castilian,true
59317,Oedipina maritima,Maritime Worm Salamander,English,true
61804,Craugastor tabasarae,Tabasara Rainfrog,English,true
55416,Dryophytes bocourti,Bocourt's Treefrog,English,true
55465,Ptychohyla dendrophasma,Phantom Treefrog,English,true
55603,Isthmohyla pictipes,Pico Blanco Treefrog,English,true
55875,Plectrohyla glandulosa,Forest Spikethumb Frog,English,true
55886,Plectrohyla tecunumani,Cave Spikethumb Frog,English,true
55887,Plectrohyla teuchestes,Alta Verapaz Spikethumb Frog,English,true
55915,Atlantihyla panchoi,Guatemala Stream Frog,English,true
56414,Craugastor andi,Rana de Hojarasca,Spanish; Castilian,false
56414,Craugastor andi,Atlantic Robber Frog,English,true
56418,Craugastor angelicus,Rana De Hojarasca,Spanish; Castilian,false
56418,Craugastor angelicus,Angel Robber Frog,English,true
56588,Craugastor escoces,Scott's Flesh-bellied Frog,English,false
56588,Craugastor escoces,Heredia Robber Frog,English,true
56603,Craugastor fleischmanni,Fleischmann's Robber Frog,English,true
57166,Leptodactylus silvanimbus,Honduras White-lipped Frog,English,true
59171,Bolitoglossa jacksoni,Jackson's Mushroomtongue Salamander,English,true
89183465,Cryptotriton veraepacis,Salamandra de Baja Verapaz,Spanish; Castilian,false
89183465,Cryptotriton veraepacis,Baja Verapaz Salamander,English,true
59237,Dendrotriton bromeliacius,Volcan Tajumulco Bromeliad Salamander,English,true
59238,Dendrotriton cuchumatanus,Forest Bromeliad Salamander,English,true
59240,Dendrotriton rabbi,Guatemalan Bromeliad Salamander,English,true
59301,Nototriton saslaya,Salamandra del Saslaya,Spanish; Castilian,false
59301,Nototriton saslaya,Saslaya Moss Salamander,English,true
59302,Nototriton stuarti,Stuart's Moss Salamander,English,true
18435631,Bolitoglossa insularis,Salamandra del Volcán Maderas,Spanish; Castilian,false
18435631,Bolitoglossa insularis,Ometepe Mushroomtongue Salamander,English,true
55775087,Incilius majordomus,Chief's Toad,English,true
39389,Anoxypristis cuspidata,Knifetooth Sawfish,English,false
39389,Anoxypristis cuspidata,Pointed Sawfish,English,false
39389,Anoxypristis cuspidata,Pejepeine,Spanish; Castilian,false
39389,Anoxypristis cuspidata,Pez Sierra,Spanish; Castilian,false
39389,Anoxypristis cuspidata,Poisson-scie,French,false
39389,Anoxypristis cuspidata,Sayyaf,Arabic,false
39389,Anoxypristis cuspidata,Sayyafah,Arabic,false
39389,Anoxypristis cuspidata,سمكة المنشار ذات السن الحا,Arabic,false
39389,Anoxypristis cuspidata,Narrow Sawfish,English,true
39393,Pristis zijsron,Narrowsnout Sawfish,English,false
39393,Pristis zijsron,Olive Sawfish,English,false
39393,Pristis zijsron,Blundo,Urdu,false
39393,Pristis zijsron,Pejepeine,Spanish; Castilian,false
39393,Pristis zijsron,Poisson-scie,French,false
39393,Pristis zijsron,Sayyaf,Arabic,false
39393,Pristis zijsron,سمكة المنشار الخضراء,Arabic,false
39393,Pristis zijsron,Green Sawfish,English,true
60841,Haplochromis desfontainii,Blue Lip Cichlid,English,true
56742,Eleutherodactylus mariposa,Cuban Butterfly-marked Frog,English,true
59110,Pseudohynobius puxiongensis,普雄原鲵,Chinese,false
59110,Pseudohynobius puxiongensis,Puxiong Salamander,English,true
57591,Oreolalax liangbeiensis,凉北齿蟾,Chinese,true
57614,Scutiger maculatus,Spotted Lazy Toad,English,false
57614,Scutiger maculatus,花齿突蟾,Chinese,false
57614,Scutiger maculatus,Piebald Alpine Toad,English,true
88384283,Paramesotriton labiatus,Unterstein's Newt,English,false
88384283,Paramesotriton labiatus,无斑瘰螈,Chinese,false
88384283,Paramesotriton labiatus,Spotless Smooth Warty Newt,English,true
59439,Hypselotriton chenggongensis,呈贡蝾螈,Chinese,true
61894,Hynobius guabangshanensis,Guabangshan Hynobiid,English,false
61894,Hynobius guabangshanensis,挂榜山小鲵,Chinese,true
136191,Pseudohynobius shuichengensis,水城拟小鲵,Chinese,false
136191,Pseudohynobius shuichengensis,Shuicheng Salamander,English,true
68447744,Lamprochrus hedyotinus,Dogwood Long Snout Weevil,English,true
65880793,Anthicodes maculatus,Spotted Ant-like Beetle,English,true
66182942,Mellissius eudoxus,Melliss' Hornless Chafer,English,true
66182938,Mellissius oryctoides,Melliss' Dented Chafer,English,true
39390,Pristis clavata,Queensland Sawfish,English,false
39390,Pristis clavata,Dwarf Sawfish,English,true
73961281,Micrixalus spelunca,Nilgiris Torrent Frog,English,false
73961281,Micrixalus spelunca,Cave Dancing Frog,English,true
73971314,Micrixalus specca,Spotted Torrent Frog,English,false
73971314,Micrixalus specca,Spotted Dancing Frog,English,true
74994974,Anolis darlingtoni,Darlington's Anole,English,true
74995297,Anolis eugenegrahami,Eugene's Anole,English,true
74995991,Anolis nelsoni,Swan Islands Anole,English,false
74995991,Anolis nelsoni,Nelson's Anole,English,true
75085311,Anolis rimarum,Marmelade Anole,English,true
77343283,Nidirana hainanensis,海南琴蛙,Chinese,false
77343283,Nidirana hainanensis,Hainan Music Frog,English,true
16997,Philoria frosti,Baw Baw Frog,English,true
136003,Litoria myola,Kuranda Tree Frog,English,true
18582,Pseudophryne corroboree,Corroboree Frog,English,true
9031,Anstisia alba,White-bellied Frog,English,true
41040,Cophixalus neglectus,Neglected Nursery Frog,English,true
41050,Pseudophryne pengilleyi,Northern Corroboree Frog,English,true
12145,Litoria castanea,Yellow-spotted Tree Frog,English,true
12154,Litoria spenceri,Spotted Treefrog,English,false
12154,Litoria spenceri,Spencer’s River Tree Frog,English,true
21533,Taudactylus pleione,Kroombit Tinker Frog,English,true
78399187,Litoria kroombitensis,Kroombit Treefrog,English,true
78763727,Haliotis corrugata,Pink Abalone,English,true
78768961,Haliotis fulgens,Green Abalone,English,true
78771583,Haliotis rufescens,Red Abalone,English,true
78771696,Haliotis sorenseni,White Abalone,English,true
78772302,Haliotis walallensis,Flat Abalone,English,true
41880,Haliotis cracherodii,Black Abalone,English,true
78902089,Batrachoseps relictus,Relictual Slender Salamander,English,true
19942,Scaphirhynchus suttkusi,Alabama Sturgeon,English,true
59146,Bolitoglossa chica,Salamandra Chica,Spanish; Castilian,false
59146,Bolitoglossa chica,Hotel Zaracay Salamander,English,true
56502,Strabomantis cerastes,Palma Real Robber Frog,English,true
56422,Strabomantis anomalus,Choco Robber Frog,English,true
56571,Pristimantis duellmani,Duellman's Robber Frog,English,true
54590,Rhaebo blombergi,Blomberg's Toad,English,false
54590,Rhaebo blombergi,Sapo Gigante de Blomberg,Spanish; Castilian,false
54590,Rhaebo blombergi,Sapo Mamboré,Spanish; Castilian,false
54590,Rhaebo blombergi,Colombian Giant Toad,English,true
54969,Nymphargus megacheirus,Santa Rosa Cochran Frog,English,false
54969,Nymphargus megacheirus,Rana de Cristal de Manos Grandes,Spanish; Castilian,false
54969,Nymphargus megacheirus,Large-headed Glassfrog,English,true
54908,Centrolene buckleyi,Buckley's Giant Glass Frog,English,false
54908,Centrolene buckleyi,Rana de Cristal de Buckley,Spanish; Castilian,false
54908,Centrolene buckleyi,Buckley’s Glassfrog,English,true
77347451,Bolitoglossa leandrae,Leandra Salamander,English,true
78458984,Crossodactylodes itambe,Itambe's Bromeliad Frog,English,true
77320561,Nyctimantis pomba,Casque-Headed Painted Treefrog,English,false
77320561,Nyctimantis pomba,Perereca-de-capacete-do-Rio-Pomba,Portuguese,true
56408,Eleutherodactylus alticola,Lynn's Robber Frog,English,false
56408,Eleutherodactylus alticola,Jamaican Peak Frog,English,true
199853,Osornophryne cofanorum,Osornosapo Cofán,Spanish; Castilian,false
199853,Osornophryne cofanorum,Cofan Plump Toad,English,true
77345748,Bolitoglossa chucantiensis,Salamandra de Chucantí,Spanish; Castilian,false
77345748,Bolitoglossa chucantiensis,Chucanti Salamander,English,true
55453,Boana clepsydra,Sao Paulo Treefrog,English,true
73727195,Leptobrachella botsfordi,Botsford's Litter Toad,English,false
73727195,Leptobrachella botsfordi,Botsford's Leaf-litter Frog,English,true
54559,Atelopus tricolor,Three-colored Stubfoot Toad,English,false
54559,Atelopus tricolor,Three-coloured Harlequin Toad,English,false
54559,Atelopus tricolor,Sapo Arlequín de Tres Colores,Spanish; Castilian,false
54559,Atelopus tricolor,Bolivian Stubfoot Toad,English,true
61835,Telmatobius timens,Tojologue Water Frog,English,true
136131,Calotriton arnoldi,Montseny Newt,English,false
136131,Calotriton arnoldi,Montseny Brook Newt,English,true
19845,Salamandra lanzai,Salamandra di Lanza,Italian,false
19845,Salamandra lanzai,Lanza's Alpine Salamander,English,true
18067,Poropuntius tawarensis,Kawan,Gayo,true
92252436,Erythrocebus baumstarki,Southern Patas Monkey,English,true
19940,Scaphirhynchus albus,Hackleback,English,false
19940,Scaphirhynchus albus,White Sturgeon,English,false
19940,Scaphirhynchus albus,Pallid Sturgeon,English,true
55358188,Nymphargus sucre,Rana de Cristal de Sucre,Spanish; Castilian,false
55358188,Nymphargus sucre,Sucre's Glassfrog,English,true
78516024,Hyloscirtus princecharlesi,Rana de Torrente de Cuellaje,Spanish; Castilian,false
78516024,Hyloscirtus princecharlesi,Cuellaje Stream Treefrog,English,true
89183237,Pristimantis paquishae,Rain frog of Paquisha,English,true
78550321,Pristimantis punzan,Cutín de Punzan,Spanish; Castilian,false
78550321,Pristimantis punzan,Punzan's Robber Frog,English,true
54490,Atelopus arthuri,Bolívar Jambato Frog,English,false
54490,Atelopus arthuri,Arlequín de Arthur,Spanish; Castilian,false
54490,Atelopus arthuri,Arlequín de Bolívar,Spanish; Castilian,false
54490,Atelopus arthuri,Jambato de Bolívar,Spanish; Castilian,false
54490,Atelopus arthuri,Arthur's Stubfoot Toad,English,true
54493,Atelopus boulengeri,Boulenger's Stubfoot Toad,English,true
54501,Atelopus coynei,Arlequín de Coyne,Spanish; Castilian,false
54501,Atelopus coynei,Rana Arlequín de Coynei,Spanish; Castilian,false
54501,Atelopus coynei,Rio Faisanes Stubfoot Toad,English,true
54522,Atelopus longirostris,Longnose Harlequin Frog,English,false
54522,Atelopus longirostris,Scrawny Stubfoot-toad,English,false
54522,Atelopus longirostris,Longnose Stubfoot Toad,English,true
55046,Hyloxalus anthracinus,South American Rocket Frog,English,true
55077,Hyloxalus exasperatus,Yapitya Rocket Frog,English,true
55080,Hyloxalus fallax,Cotopaxi Rocket Frog,English,true
55111,Hyloxalus marmoreoventris,Rio Negro Rocket Frog,English,true
55129,Hyloxalus peculiaris,Funny Rocket Frog,English,true
55138,Hyloxalus pumilus,San Vicente Rocket Fro,English,true
55150,Hyloxalus shuar,Santiago Rocket Frog,English,true
55220,Paruwrobates erythromos,Red-armed Poison Frog,English,false
55220,Paruwrobates erythromos,Rana Venenosa de Río Palenque,Spanish; Castilian,false
55220,Paruwrobates erythromos,Palenque Poison Frog,English,true
56646,Pristimantis hamiotae,Cutín de Nono,Spanish; Castilian,false
56646,Pristimantis hamiotae,Nono Robber Frog,English,true
56892,Pristimantis pyrrhomerus,Lynch's Pilalo Robber Frog,English,true
178692938,Pristimantis riveti,Despax's Robber Frog,English,true
56965,Pristimantis simonbolivari,Simon's Robber Frog,English,true
57005,Pristimantis thymalopsoides,Greater Pilalo Robber Frog,English,true
57331,Telmatobius cirrhacelis,Uco de Loja,Spanish; Castilian,false
57331,Telmatobius cirrhacelis,Loja Water Frog,English,true
57352,Telmatobius niger,Hugo,Quechua,false
57352,Telmatobius niger,Kayla,Mayan languages,false
57352,Telmatobius niger,Uco,Spanish; Castilian,false
57352,Telmatobius niger,Black Water Frog,English,true
57366,Telmatobius vellardi,Vellard's Water Frog,English,true
59580,Oscaecilia equatorialis,Equatorial Caecilian,English,true
